Name,Rating,SkillsMoves,WeakFoot,Pace/Diving,Shooting/Handling,Passing/Kicking,Dribbling/Reflexes,Defending/Speed,Phyiscality/Positioning,BaseStats,InGameStats,Position,WorkRate,Club,Country,League,Price
Anderson Talisca,82,4,4,80,82,81,82,54,75,454,2190,CAM,H\L,Guangzhou,Brazil,Chinese FA Super L. (CHN 1),1295
Nicolas Pépé,82,4,2,89,78,75,83,33,66,424,2030,RM,H\M,Arsenal,Côte d'Ivoire,Premier League,6304
Andrej Kramaric,82,4,4,71,85,73,85,30,71,415,2049,ST,M\M,TSG Hoffenheim,Croatia,Bundesliga,1606
Mike Maignan,82,1,3,80,80,82,83,47,82,454,961,GK,M\M,LOSC,France,Ligue 1 Conforama,924
Gianluigi Buffon,82,1,2,77,76,74,78,34,91,430,966,GK,M\M,Piemonte Calcio,Italy,Serie A TIM,772
Ivan Rakitić,82,3,4,61,79,85,78,75,69,447,2171,CM,M\M,Sevilla FC,Croatia,LaLiga Santander,1558
Lars Bender,82,2,3,60,64,72,73,84,77,430,2062,RB,M\H,Leverkusen,Germany,Bundesliga,1334
Sergio Asenjo Andrés,82,1,3,84,82,77,82,57,80,462,1020,GK,M\M,Villarreal CF,Spain,LaLiga Santander,792
Willian Borges da Silva,82,4,4,82,79,80,85,49,59,434,2050,RW,H\H,Arsenal,Brazil,Premier League,2587
Ivan Perišić,82,4,5,79,81,78,78,62,76,454,2195,LM,M\M,Inter,Croatia,Serie A TIM,1464
Fernando Muslera,82,1,2,84,76,75,83,61,82,461,1058,GK,M\M,Galatasaray,Uruguay,Süper Lig (TUR 1),1038
Jérôme Boateng,82,2,4,70,50,72,66,82,79,419,1963,CB,M\M,FC Bayern,Germany,Bundesliga,1679
Marko Arnautović,82,4,4,80,82,79,79,44,81,445,2135,ST,M\L,Shanghai SIPG,Austria,Chinese FA Super L. (CHN 1),1338
Aleksandar Kolarov,82,3,3,68,74,81,77,82,77,459,2268,LB,H\M,Inter,Serbia,Serie A TIM,1564
Aaron Ramsey,82,3,3,68,77,79,80,68,73,445,2161,CM,H\H,Piemonte Calcio,Wales,Serie A TIM,1227
Sergio Canales Madrazo,82,4,3,78,80,83,83,65,68,457,2155,CM,H\M,Real Betis,Spain,LaLiga Santander,1850
Mário Figueira Fernandes,82,3,3,82,61,74,78,79,79,453,2114,RWB,H\M,CSKA Moscow,Russia,League of Russia (RUS 1),1215
Oliver Baumann,82,1,1,81,80,79,82,49,79,450,912,GK,M\M,TSG Hoffenheim,Germany,Bundesliga,869
Norberto Murara Neto,82,1,2,84,79,78,80,54,79,454,997,GK,M\M,FC Barcelona,Brazil,LaLiga Santander,4529
Mattia Perin,82,1,3,82,82,71,87,57,79,458,941,GK,M\M,Genoa,Italy,Serie A TIM,790
Rodrigo Moreno Machado,82,4,3,91,79,76,81,44,71,442,2108,ST,H\M,Leeds United,Spain,Premier League,28417
Danilo Luís Hélio Pereira,82,3,3,66,63,72,74,80,85,440,2050,CDM,M\H,FC Porto,Portugal,Liga NOS (POR 1),1559
Gabriel Armando de Abreu,82,2,2,68,49,71,65,84,83,420,1987,CB,L\H,Valencia CF,Brazil,LaLiga Santander,2035
Karim Bellarabi,82,4,3,90,76,74,84,34,72,430,2014,RM,H\M,Leverkusen,Germany,Bundesliga,2953
Harry Maguire,82,2,3,50,53,69,71,82,85,410,1959,CB,H\H,Manchester Utd,England,Premier League,2167
Nick Pope,82,1,3,79,81,75,84,49,83,451,924,GK,M\M,Burnley,England,Premier League,1236
Tomáš Vaclík,82,1,3,82,76,76,85,36,81,436,948,GK,M\M,Sevilla FC,Czech Republic,LaLiga Santander,866
Florian Thauvin,82,4,3,82,80,81,82,41,68,434,2105,RW,H\M,OM,France,Ligue 1 Conforama,1282
Lucas Ocampos,82,4,3,82,83,78,82,63,84,472,2245,RW,H\H,Sevilla FC,Argentina,LaLiga Santander,1894
Kepa Arrizabalaga,82,1,4,81,82,85,82,34,79,443,970,GK,M\M,Chelsea,Spain,Premier League,1235
Matthias Ginter,82,2,3,61,58,70,65,85,78,417,1952,CB,M\M,M'gladbach,Germany,Bundesliga,1889
Fernando Pacheco Flores,82,1,2,81,79,71,84,46,83,444,974,GK,M\M,D. Alavés,Spain,LaLiga Santander,823
Marcel Halstenberg,82,3,3,66,66,73,72,81,80,438,2124,LB,H\M,RB Leipzig,Germany,Bundesliga,2726
Ángel Correa,82,4,4,84,80,75,86,54,70,449,2121,RM,H\M,Atlético de Madrid,Argentina,LaLiga Santander,1945
Gerónimo Rulli,82,1,3,85,78,77,88,54,78,460,972,GK,M\M,Villarreal CF,Argentina,LaLiga Santander,947
Dakonam Djené,82,2,4,72,37,62,62,84,80,397,1876,CB,M\H,Getafe CF,Togo,LaLiga Santander,2122
Lucas Hernández,82,2,3,77,54,70,71,83,79,434,2033,CB,H\H,FC Bayern,France,Bundesliga,11703
Robin Gosens,82,3,3,83,74,78,77,77,80,469,2208,LM,H\H,Atalanta,Germany,Serie A TIM,1478
Rúben Diogo da Silva Neves,82,3,4,61,75,84,77,71,73,441,2182,CM,L\H,Wolves,Portugal,Premier League,1518
Konrad Laimer,82,3,3,85,68,78,78,80,77,466,2170,CDM,M\H,RB Leipzig,Austria,Bundesliga,3147
Fabián Ruiz Peña,82,4,4,63,78,78,82,74,68,443,2122,CM,M\M,Napoli,Spain,Serie A TIM,1623
Jiří Pavlenka,82,1,3,84,76,68,87,36,76,427,737,GK,M\M,Werder Bremen,Czech Republic,Bundesliga,784
Morata,82,3,4,80,80,71,81,31,77,420,1983,ST,H\H,Piemonte Calcio,Spain,Serie A TIM,2210
Sergio Reguilón Rodríguez,82,2,3,85,55,73,78,78,70,439,2041,LB,H\M,Spurs,Spain,Premier League,7652
Alphonse Areola,82,1,3,85,79,80,84,55,78,461,1038,GK,M\M,Fulham,France,Premier League,2282
Danilo Luís Hélio Pereira,82,3,3,66,63,72,74,80,85,440,2050,CDM,M\H,Paris SG,Portugal,Ligue 1 Conforama,1320
João Félix Sequeira,81,5,4,81,81,74,83,40,69,428,2076,CF,M\M,Atlético de Madrid,Portugal,LaLiga Santander,13948
Davinson Sánchez,81,2,2,74,45,56,66,82,81,404,1820,CB,M\H,Spurs,Colombia,Premier League,43931
Xherdan Shaqiri,81,5,4,79,77,80,83,46,67,432,2085,RM,M\M,Liverpool,Switzerland,Premier League,1019
Naby Keïta,81,4,4,71,73,76,87,65,66,438,2100,CM,H\M,Liverpool,Guinea,Premier League,1453
Benjamin Mendy,81,3,3,80,54,77,77,77,77,442,2067,LB,H\L,Manchester City,France,Premier League,3829
Ferrán Torres,81,4,4,82,76,78,80,34,64,414,1965,RM,H\M,Manchester City,Spain,Premier League,1086
Presnel Kimpembe,81,2,3,73,39,67,67,80,84,410,1903,CB,H\H,Paris SG,France,Ligue 1 Conforama,11833
Pablo Sarabia,81,4,4,73,76,82,82,57,57,427,2041,RW,H\M,Paris SG,Spain,Ligue 1 Conforama,1034
Christian Pulisic,81,4,4,89,70,72,84,37,59,411,1954,LW,M\M,Chelsea,United States,Premier League,9160
Thomas Meunier,81,3,4,77,73,76,74,77,84,461,2158,RB,H\M,Dortmund,Belgium,Bundesliga,1010
Thomas Delaney,81,3,4,77,73,73,75,82,82,462,2221,CDM,L\H,Dortmund,Denmark,Bundesliga,1529
Marcos Alonso,81,3,3,65,75,78,77,77,79,451,2197,LB,H\L,Chelsea,Spain,Premier League,1369
Ben Chilwell,81,3,3,76,52,74,78,77,75,432,2060,LB,H\H,Chelsea,England,Premier League,1883
Antonio Rüdiger,81,2,3,70,43,67,64,82,80,406,1878,CB,M\H,Chelsea,Germany,Premier League,13014
Alphonso Davies,81,4,4,96,67,69,82,76,76,466,2138,LB,H\M,FC Bayern,Canada,Bundesliga,60261
Moussa Diaby,81,4,2,93,66,74,84,43,53,413,1909,LM,H\M,Leverkusen,France,Bundesliga,1559
Marlos Romero Bonfim,81,5,3,80,78,78,86,47,69,438,2088,RM,M\M,Shakhtar Donetsk,Ukraine,Ukrayina Liha (UKR 1),926
Ribéry,81,5,5,74,74,82,86,30,53,399,1953,CF,M\M,Fiorentina,France,Serie A TIM,829
Juan Cuadrado,81,5,3,89,72,78,87,72,64,462,2221,RB,H\M,Piemonte Calcio,Colombia,Serie A TIM,14153
Iñaki Williams,81,4,2,94,79,72,78,39,81,443,2059,ST,H\M,Athletic Club,Spain,LaLiga Santander,26092
Sebastián Coates,81,2,3,59,43,54,61,83,86,386,1741,CB,M\M,Sporting CP,Uruguay,Liga NOS (POR 1),1671
André-Pierre Gignac,81,3,3,67,83,74,74,43,83,424,2039,ST,M\M,Tigres,France,LIGA BBVA MX (MEX 1),1841
Steven Berghuis,81,4,3,80,80,83,82,36,64,425,2054,RW,M\M,Feyenoord,Netherlands,Eredivisie (NED 1),828
Josef Martínez,81,3,4,89,80,61,79,25,75,409,1963,ST,H\M,Atlanta United,Venezuela,Major League Soccer (MLS),722
Andrés Iniesta Luján,81,4,4,58,70,85,85,63,59,420,2058,CM,H\M,Vissel Kobe,Spain,Meiji Yasuda J1 (JPN 1),822
Képler Laveran Lima Ferreira,81,2,3,66,51,60,61,82,85,405,1888,CB,M\H,FC Porto,Portugal,Liga NOS (POR 1),1971
Héctor Herrera,81,3,4,71,75,75,76,78,83,458,2168,CM,H\H,Atlético de Madrid,Mexico,LaLiga Santander,1565
Łukasz Fabiański,81,1,2,80,82,70,82,49,81,444,924,GK,M\M,West Ham,Poland,Premier League,758
Marek Hamšík,81,4,5,70,77,82,81,72,72,454,2195,CM,H\M,Dalian Pro,Slovakia,Chinese FA Super L. (CHN 1),2100
Simon Mignolet,81,1,3,80,75,76,82,51,84,448,951,GK,M\M,Club Brugge,Belgium,1A Pro League (BEL 1),835
Javier Martínez Aginaga,81,2,3,37,55,69,64,84,80,389,1917,CDM,L\M,FC Bayern,Spain,Bundesliga,1040
Sami Khedira,81,2,4,45,74,77,77,79,78,430,2104,CM,M\M,Piemonte Calcio,Germany,Serie A TIM,1345
Max Kruse,81,4,4,66,81,81,82,45,70,425,2087,CAM,H\M,Union Berlin,Germany,Bundesliga,844
Taison Barcellos Freda,81,4,3,92,78,75,86,47,67,445,2087,LM,M\M,Shakhtar Donetsk,Brazil,Ukrayina Liha (UKR 1),2211
Kevin Kampl,81,3,4,69,67,80,85,63,62,426,2090,CM,H\H,RB Leipzig,Slovenia,Bundesliga,1179
Jonathan Viera Ramos,81,4,4,81,75,81,82,63,69,451,2147,CAM,H\M,Beijing Guoan,Spain,Chinese FA Super L. (CHN 1),1505
Jordi Masip López,81,1,4,82,82,72,84,65,77,462,1053,GK,M\M,R. Valladolid CF,Spain,LaLiga Santander,737
Francisco Alcácer García,81,3,4,78,84,67,80,35,62,406,2003,ST,M\L,Villarreal CF,Spain,LaLiga Santander,1032
Kevin Volland,81,3,4,73,84,79,79,41,84,440,2134,ST,H\H,AS Monaco,Germany,Ligue 1 Conforama,805
Ismaily Gonçalves dos S.,81,4,3,82,64,74,81,75,75,451,2093,LB,H\M,Shakhtar Donetsk,Brazil,Ukrayina Liha (UKR 1),2356
Felipe Anderson Pereira Gomes,81,4,4,89,75,78,86,55,61,444,2071,LM,H\M,West Ham,Brazil,Premier League,18207
Jesús Joaquín Fernández Sáez,81,4,3,76,75,82,85,33,53,404,1954,RW,H\M,Sevilla FC,Spain,LaLiga Santander,992
Santiago Arias,81,3,3,81,53,70,76,77,78,435,2036,RB,H\M,Atlético de Madrid,Colombia,LaLiga Santander,2876
Jordan Pickford,81,1,5,81,77,87,85,49,77,456,1141,GK,M\M,Everton,England,Premier League,1126
Arkadiusz Milik,81,4,3,68,85,64,76,39,73,405,1971,ST,M\M,Napoli,Poland,Serie A TIM,968
Alessio Cragno,81,1,3,84,78,69,88,39,76,434,872,GK,M\M,Cagliari,Italy,Serie A TIM,721
Sébastien Haller,81,3,3,70,80,62,75,51,82,420,1999,ST,H\M,West Ham,France,Premier League,1056
Luke Shaw,81,3,2,79,53,74,78,80,78,442,2102,LB,M\M,Manchester Utd,England,Premier League,1356
Marten de Roon,81,3,3,64,68,72,73,82,80,439,2132,CDM,M\H,Atalanta,Netherlands,Serie A TIM,1188
Frederico de Paula Santos,81,4,4,79,71,79,83,75,70,457,2217,CDM,H\H,Manchester Utd,Brazil,Premier League,28864
Adrien Rabiot,81,3,3,72,74,78,80,77,79,460,2195,CM,M\M,Piemonte Calcio,France,Serie A TIM,1276
Moussa Dembélé,81,3,3,81,79,62,76,30,83,411,1930,ST,H\M,OL,France,Ligue 1 Conforama,783
Odisseas Vlachodimos,81,1,3,84,76,67,86,43,77,433,924,GK,M\M,SL Benfica,Greece,Liga NOS (POR 1),750
Thomas Lemar,81,4,3,80,76,81,84,59,62,442,2151,LM,M\M,Atlético de Madrid,France,LaLiga Santander,1271
Walter Benítez,81,1,2,80,79,77,83,48,80,447,944,GK,M\M,OGC Nice,Argentina,Ligue 1 Conforama,735
Joaquín Correa,81,4,4,84,75,77,85,39,69,429,2001,CF,H\M,Lazio,Argentina,Serie A TIM,1088
Ander Capa Rodríguez,81,3,3,83,65,77,79,75,88,467,2188,RB,H\H,Athletic Club,Spain,LaLiga Santander,2453
Youri Tielemans,81,4,5,64,78,82,79,69,71,443,2174,CM,M\M,Leicester City,Belgium,Premier League,1168
Matteo Politano,81,4,4,83,77,78,84,42,55,419,2025,RM,H\M,Napoli,Italy,Serie A TIM,1147
James Maddison,81,4,4,75,76,84,82,54,58,429,2088,CAM,H\M,Leicester City,England,Premier League,2043
Everton Sousa Soares,81,4,3,86,75,72,84,32,60,409,1942,LW,H\L,SL Benfica,Brazil,Liga NOS (POR 1),1118
Wout Weghorst,81,3,3,65,82,59,70,39,85,400,1885,ST,H\H,VfL Wolfsburg,Netherlands,Bundesliga,845
Lucas Torreira,81,3,3,74,67,75,79,79,74,448,2141,CDM,M\H,Arsenal,Uruguay,Premier League,2644
Gonçalo Manuel Ganchinho Guedes,81,4,4,87,79,76,81,36,69,428,2032,LM,H\M,Valencia CF,Portugal,LaLiga Santander,976
Benjamin Pavard,81,3,3,69,53,73,72,81,76,424,2052,RB,M\H,FC Bayern,France,Bundesliga,1155
Richarlison de Andrade,81,4,5,83,78,72,81,50,80,444,2116,ST,H\H,Everton,Brazil,Premier League,34592
Raphael Dias Belloli,81,4,3,91,75,74,82,49,71,442,2100,RM,H\M,Rennes,Brazil,Ligue 1 Conforama,3244
Houssem Aouar,81,4,3,76,75,80,84,66,69,450,2153,CM,H\M,OL,France,Ligue 1 Conforama,1455
Manuel Lazzari,81,3,3,89,62,77,82,54,63,427,1969,RM,H\H,Lazio,Italy,Serie A TIM,938
Tomáš Souček,81,3,3,68,69,73,74,80,83,447,2105,CDM,H\H,West Ham,Czech Republic,Premier League,894
Marc Cucurella Saseta,81,3,3,81,67,78,79,73,74,452,2132,LM,H\M,Getafe CF,Spain,LaLiga Santander,844
Rúben Santos Gato Alves Dias,81,2,4,65,38,54,60,83,84,384,1781,CB,M\H,SL Benfica,Portugal,Liga NOS (POR 1),3600
Renan Augusto Lodi dos Santos,81,4,3,84,67,76,81,75,75,458,2175,LB,H\M,Atlético de Madrid,Brazil,LaLiga Santander,9684
Eran Zahavi,81,4,4,79,82,75,82,39,73,430,2080,ST,H\L,PSV,Israel,Eredivisie (NED 1),700
Alessandro Florenzi,81,4,3,81,77,76,79,77,73,463,2259,RB,H\H,Paris SG,Italy,Ligue 1 Conforama,1394
Santiago Arias,81,3,3,81,53,70,76,77,78,435,2036,RB,H\M,Leverkusen,Colombia,Bundesliga,1529
Rúben Santos Gato Alves Dias,81,2,4,65,38,54,60,83,84,384,1781,CB,M\H,Manchester City,Portugal,Premier League,2661
Lucas Torreira,81,3,3,74,67,75,79,79,74,448,2141,CDM,M\H,Atlético de Madrid,Uruguay,LaLiga Santander,2463
Raphael Dias Belloli,81,4,3,91,75,74,82,49,71,442,2100,RM,H\M,Leeds United,Brazil,Premier League,6886
Theo Hernández,80,3,3,92,67,73,77,74,77,460,2096,LB,H\M,Milan,France,Serie A TIM,31828
Vinícius Júnior,80,5,4,95,69,71,86,29,66,416,1954,LW,H\M,Real Madrid,Brazil,LaLiga Santander,16555
James Milner,80,3,4,58,70,82,78,77,77,442,2208,CM,H\H,Liverpool,England,Premier League,882
Oleksandr Zinchenko,80,3,3,73,66,81,80,77,69,446,2159,LB,H\M,Manchester City,Ukraine,Premier League,821
Ben Davies,80,3,3,73,58,75,75,78,74,433,2036,LB,M\H,Spurs,Wales,Premier League,783
Serge Aurier,80,3,3,76,60,73,76,77,77,439,2094,RB,H\M,Spurs,Côte d'Ivoire,Premier League,1371
Erik Lamela,80,4,2,75,78,80,82,54,72,441,2129,RM,H\H,Spurs,Argentina,Premier League,2188
Tanguy Ndombele,80,4,3,74,66,80,87,69,74,450,2128,CM,M\M,Spurs,France,Premier League,6663
Lucas Vázquez,80,4,4,81,73,78,80,58,69,439,2102,RW,H\H,Real Madrid,Spain,LaLiga Santander,838
Luka Jovic,80,3,5,75,81,68,80,29,74,407,1945,ST,M\M,Real Madrid,Serbia,LaLiga Santander,972
Nico Schulz,80,3,2,87,51,74,75,73,75,435,2015,LB,H\M,Dortmund,Germany,Bundesliga,8897
Łukasz Piszczek,80,2,4,72,68,74,72,81,78,445,2143,CB,H\M,Dortmund,Poland,Bundesliga,1288
Arjen Robben,80,4,2,74,82,78,86,30,57,407,1991,RM,M\L,FC Groningen,Netherlands,Eredivisie (NED 1),847
Mason Mount,80,3,4,74,77,79,80,48,61,419,2015,CAM,H\M,Chelsea,England,Premier League,1106
Kurt Zouma,80,2,3,67,51,61,56,80,84,399,1897,CB,M\M,Chelsea,France,Premier League,2276
Julian Draxler,80,4,5,75,76,80,82,55,63,431,2087,CAM,M\M,Paris SG,Germany,Ligue 1 Conforama,1031
Nicolò Barella,80,3,3,78,67,79,82,74,72,452,2158,CM,M\H,Inter,Italy,Serie A TIM,968
Matias Vecino,80,4,3,65,68,77,80,78,75,443,2123,CDM,H\H,Inter,Uruguay,Serie A TIM,941
Alexis Sánchez,80,4,3,79,78,77,84,44,70,432,2120,LW,H\H,Inter,Chile,Serie A TIM,1813
Çaglar Söyüncü,80,2,4,69,46,60,67,80,80,402,1867,CB,M\M,Leicester City,Turkey,Premier League,1366
Dean Henderson,80,1,3,80,80,70,83,50,77,440,882,GK,M\M,Manchester Utd,England,Premier League,844
Danny Ings,80,3,4,76,81,67,78,32,69,403,1935,ST,H\H,Southampton,England,Premier League,783
Nani,80,5,5,72,76,79,85,37,67,416,2015,LW,H\M,Orlando City,Portugal,Major League Soccer (MLS),1950
David Neres,80,5,3,86,73,73,85,36,65,418,1963,LW,M\M,Ajax,Brazil,Eredivisie (NED 1),2018
Federico Bernardeschi,80,5,3,80,75,80,83,60,65,443,2114,CAM,H\M,Piemonte Calcio,Italy,Serie A TIM,971
Allan Saint-Maximin,80,5,4,93,70,72,87,25,63,410,1909,LM,H\L,Newcastle Utd,France,Premier League,67523
Gelson Martins,80,5,3,94,71,72,85,51,61,434,2065,RM,H\H,AS Monaco,Portugal,Ligue 1 Conforama,2333
Sebastian Giovinco,80,4,4,80,77,78,86,27,56,404,1986,CAM,H\M,Al Hilal,Italy,MBS Pro League (SAU 1),785
Leon Bailey,80,4,4,94,76,73,82,33,64,422,2008,LM,H\L,Leverkusen,Jamaica,Bundesliga,3511
Willy Boly,80,2,4,62,36,64,65,80,83,390,1799,CB,M\M,Wolves,France,Premier League,1947
Joaquín Sánchez Rodríguez,80,4,3,69,79,83,80,44,57,412,1990,LM,H\M,Real Betis,Spain,LaLiga Santander,1365
Bafétimbi Gomis,80,3,3,67,82,67,76,36,74,402,1931,ST,H\L,Al Hilal,France,MBS Pro League (SAU 1),1406
Mousa Dembélé,80,4,2,73,68,77,87,73,79,457,2171,CM,H\H,Guangzhou R&F,Belgium,Chinese FA Super L. (CHN 1),762
João Miranda de Souza Filho,80,3,3,65,49,66,70,81,77,408,1904,CB,M\M,Jiangsu Suning,Brazil,Chinese FA Super L. (CHN 1),1665
Raúl García Escudero,80,3,3,46,83,81,78,72,83,443,2189,ST,M\M,Athletic Club,Spain,LaLiga Santander,758
Daniel Wass,80,3,3,75,77,80,77,77,76,462,2218,RB,H\M,Valencia CF,Denmark,LaLiga Santander,1376
Sergio Romero,80,1,3,78,76,81,83,46,79,443,978,GK,M\M,Manchester Utd,Argentina,Premier League,788
Ignacio Monreal Eraso,80,3,3,67,61,72,74,80,68,422,2056,LB,M\M,Real Sociedad,Spain,LaLiga Santander,759
Diego da Silva Costa,80,2,4,73,79,65,74,48,86,425,2001,ST,H\M,Atlético de Madrid,Spain,LaLiga Santander,789
David Luiz Moreira Marinho,80,3,3,60,65,74,71,79,78,427,2086,CB,M\M,Arsenal,Brazil,Premier League,1694
Giuliano Victor de Paula,80,4,3,79,76,77,82,46,75,435,2075,CAM,H\M,Al Nassr,Brazil,MBS Pro League (SAU 1),4447
Lars Stindl,80,4,4,59,82,78,79,59,72,429,2133,CAM,M\M,M'gladbach,Germany,Bundesliga,816
Nicolas Nkoulou,80,2,3,70,44,64,70,82,73,403,1910,CB,M\M,Torino,Cameroon,Serie A TIM,1894
Francis Coquelin,80,3,3,71,67,76,80,79,81,454,2147,CM,M\H,Villarreal CF,France,LaLiga Santander,1418
Givanildo Vieira de Souza,80,4,3,80,82,77,81,46,86,452,2164,RW,H\L,Shanghai SIPG,Brazil,Chinese FA Super L. (CHN 1),853
Vicente Guaita Panadero,80,1,3,81,80,77,82,51,78,449,1037,GK,M\M,Crystal Palace,Spain,Premier League,752
Luuk de Jong,80,2,5,55,78,70,69,50,76,398,1966,ST,M\H,Sevilla FC,Netherlands,LaLiga Santander,994
Adem Ljajić,80,4,4,78,75,80,84,37,61,415,2018,CAM,H\L,Beşiktaş,Serbia,Süper Lig (TUR 1),766
Benjamin André,80,3,3,68,64,74,75,79,84,444,2129,CDM,H\H,LOSC,France,Ligue 1 Conforama,754
Nemanja Matić,80,3,3,44,68,76,73,80,77,418,2041,CDM,L\M,Manchester Utd,Serbia,Premier League,722
Ricardo Goulart Pereira,80,4,4,81,78,77,79,41,70,426,2050,CF,H\M,Hebei CFFC,China PR,Chinese FA Super L. (CHN 1),765
Sergio Escudero Palomo,80,3,2,72,63,75,72,79,71,432,2081,LB,M\M,Sevilla FC,Spain,LaLiga Santander,853
Henrikh Mkhitaryan,80,4,5,78,75,78,82,56,64,433,2112,RM,H\M,Roma FC,Armenia,Serie A TIM,953
André Gomes Magalhães Almeida,80,3,3,66,63,76,75,80,81,441,2078,RB,M\H,SL Benfica,Portugal,Liga NOS (POR 1),747
Willian José da Silva,80,4,4,67,80,67,74,40,82,410,1949,ST,M\L,Real Sociedad,Brazil,LaLiga Santander,926
Grzegorz Krychowiak,80,3,3,68,76,72,72,76,81,445,2111,CDM,H\H,Lokomotiv Moscow,Poland,League of Russia (RUS 1),700
Marc Bartra Aregall,80,3,3,72,61,72,74,80,74,433,2062,CB,H\M,Real Betis,Spain,LaLiga Santander,1759
Cédric Bakambu,80,4,3,90,80,72,77,36,77,432,2035,ST,M\M,Beijing Guoan,Congo DR,Chinese FA Super L. (CHN 1),815
Granit Xhaka,80,3,3,52,65,80,69,70,80,416,1994,CDM,L\M,Arsenal,Switzerland,Premier League,761
José Gómez Campaña,80,4,3,63,73,82,80,70,72,440,2131,CM,M\M,Levante UD,Spain,LaLiga Santander,873
José Ignacio Fernández Iglesias,80,2,4,78,37,66,66,80,80,407,1880,CB,M\H,Real Madrid,Spain,LaLiga Santander,6505
Benjamin Lecomte,80,1,3,80,78,77,81,42,80,438,818,GK,M\M,AS Monaco,France,Ligue 1 Conforama,750
Martin Hinteregger,80,2,3,71,70,65,61,81,82,430,2070,CB,H\M,Frankfurt,Austria,Bundesliga,1224
Gerard Deulofeu Lázaro,80,4,4,88,75,75,85,30,65,418,1958,LM,H\L,Watford,Spain,EFL Championship (ENG 2),3912
Jérôme Roussillon,80,3,3,88,65,74,80,76,76,459,2138,LB,H\M,VfL Wolfsburg,France,Bundesliga,18830
John Stones,80,3,4,68,36,69,72,82,77,404,1870,CB,H\M,Manchester City,England,Premier League,1359
Héctor Bellerín Moruno,80,3,2,87,51,70,77,76,65,426,1979,RB,H\L,Arsenal,Spain,Premier League,5955
Damián Suárez,80,3,3,75,69,74,75,78,79,450,2153,RB,H\M,Getafe CF,Uruguay,LaLiga Santander,1100
Šime Vrsaljko,80,3,3,78,55,73,74,78,76,434,2060,RB,H\M,Atlético de Madrid,Croatia,LaLiga Santander,918
Alassane Plea,80,4,3,73,83,77,79,39,74,425,2064,ST,H\M,M'gladbach,France,Bundesliga,812
Jack Grealish,80,4,3,76,74,80,84,46,61,421,1989,LW,M\M,Aston Villa,England,Premier League,1935
Andrea Belotti,80,3,5,76,81,57,77,41,81,413,1972,ST,H\H,Torino,Italy,Serie A TIM,782
Piotr Zieliński,80,4,5,79,72,81,83,70,60,445,2105,CM,M\M,Napoli,Poland,Serie A TIM,1082
Otávio Edmilson da Silva Monteiro,80,4,3,76,69,78,85,55,65,428,2049,RM,H\H,FC Porto,Brazil,Liga NOS (POR 1),1182
Domenico Berardi,80,4,3,78,80,79,82,36,68,423,2047,RM,M\M,Sassuolo,Italy,Serie A TIM,800
Rubén Peña Jiménez,80,4,3,82,71,72,81,75,69,450,2113,RB,H\L,Villarreal CF,Spain,LaLiga Santander,828
Kerem Demirbay,80,4,4,65,74,80,84,64,70,437,2128,CM,M\M,Leverkusen,Germany,Bundesliga,1150
Juan Musso,80,1,3,82,77,74,84,44,80,441,886,GK,M\M,Udinese,Argentina,Serie A TIM,921
Corentin Tolisso,80,3,3,72,77,78,78,76,77,458,2205,CM,H\M,FC Bayern,France,Bundesliga,1988
José Ángel Esmoris Tasende,80,4,3,73,66,80,80,75,72,446,2163,LB,H\M,RB Leipzig,Spain,Bundesliga,1288
Victor Lindelöf,80,3,4,72,50,72,73,81,77,425,2019,CB,M\H,Manchester Utd,Sweden,Premier League,3172
Hirving Lozano,80,4,3,93,75,71,81,41,64,425,2008,RW,H\L,Napoli,Mexico,Serie A TIM,8618
Lukas Klostermann,80,2,3,84,51,66,71,82,77,431,1926,CB,M\M,RB Leipzig,Germany,Bundesliga,24150
Daniel Ceballos Fernández,80,4,3,69,70,79,83,69,70,440,2094,CM,H\M,Arsenal,Spain,Premier League,1259
Stefan Lainer,80,3,3,80,63,70,75,73,80,441,2049,RB,H\H,M'gladbach,Austria,Bundesliga,890
Valentin Rongier,80,3,4,61,73,76,80,75,63,428,2104,CM,M\H,OM,France,Ligue 1 Conforama,925
Mikel Merino Zazón,80,3,3,70,76,78,81,77,78,460,2200,CM,M\M,Real Sociedad,Spain,LaLiga Santander,1035
Nordi Mukiele,80,3,3,83,42,69,72,80,77,423,1965,RB,M\M,RB Leipzig,France,Bundesliga,4808
Alejandro Remiro Gargallo,80,1,4,83,72,78,81,42,81,437,936,GK,M\M,Real Sociedad,Spain,LaLiga Santander,703
Marcus Thuram,80,3,2,84,80,70,80,48,77,439,1986,LW,H\M,M'gladbach,France,Bundesliga,1309
Mario Hermoso Canseco,80,2,3,75,49,72,71,80,79,426,2022,CB,H\M,Atlético de Madrid,Spain,LaLiga Santander,8200
Unai Simón Mendibil,80,1,2,81,77,68,80,47,83,436,876,GK,M\M,Athletic Club,Spain,LaLiga Santander,703
Christopher Nkunku,80,4,3,78,74,80,84,69,65,450,2154,CAM,M\M,RB Leipzig,France,Bundesliga,1053
Maximiliano Gómez,80,3,3,68,81,68,73,32,82,404,1953,ST,H\L,Valencia CF,Uruguay,LaLiga Santander,730
Éder Gabriel Militão,80,2,2,78,50,66,71,81,81,427,2001,CB,M\H,Real Madrid,Brazil,LaLiga Santander,30222
