Name,Rating,SkillsMoves,WeakFoot,Pace/Diving,Shooting/Handling,Passing/Kicking,Dribbling/Reflexes,Defending/Speed,Phyiscality/Positioning,BaseStats,InGameStats,Position,WorkRate,Club,Country,League,Price
Perin,81,1,3,80,78,71,90,57,78,454,856,GK,M\M,Genoa,Italy,Serie A TIM,1300
Herrmann,81,3,3,91,75,75,83,31,62,417,1902,RM,M\M,Bor. M'gladbach,Germany,Bundesliga,5000
Insigne,81,4,3,89,70,78,87,27,47,398,1847,CAM,M\M,Napoli,Italy,Serie A TIM,4900
Danilo,81,3,4,81,76,77,78,80,80,472,2165,RB,H\M,Real Madrid,Brazil,Liga BBVA,7500
Lopes,81,1,2,85,76,72,87,60,77,457,933,GK,M\M,Olympique Lyon,Portugal,Ligue 1,950
Xhaka,81,3,4,51,66,80,71,70,77,415,1943,CM,M\M,Bor. M'gladbach,Switzerland,Bundesliga,950
Vitolo,81,3,4,80,73,80,82,27,72,414,1855,LM,M\H,Sevilla FC,Spain,Liga BBVA,1200
Allan,81,3,3,76,58,73,78,79,81,445,2031,CDM,M\H,Napoli,Brazil,Serie A TIM,1850
Oblak,81,1,3,77,84,72,82,43,83,441,887,GK,M\M,Atlético Madrid,Slovenia,Liga BBVA,750
Morata,81,3,4,84,81,66,82,23,73,409,1843,ST,M\L,Juventus,Spain,Serie A TIM,12375
Rojo,81,2,2,72,60,66,66,81,82,427,1966,CB,M\M,Manchester Utd,Argentina,Barclays PL,12000
Depay,81,4,2,90,78,73,85,29,75,430,1980,LW,H\M,Manchester Utd,Netherlands,Barclays PL,60750
Iñigo Martínez,81,2,2,74,54,55,60,83,80,406,1827,CB,M\M,Real Sociedad,Spain,Liga BBVA,6350
Savic,81,2,3,67,35,52,56,84,76,370,1647,CB,M\H,Atlético Madrid,Montenegro,Liga BBVA,2100
Carvajal,81,2,3,81,40,71,79,81,82,434,1951,RB,H\M,Real Madrid,Spain,Liga BBVA,5350
William Carvalho,81,3,3,59,58,72,74,83,85,431,1940,CDM,M\H,Sporting CP,Portugal,LIGA NOS,800
Marquinhos,81,2,3,73,38,67,69,84,76,407,1814,CB,M\M,PSG,Brazil,Ligue 1,8200
Dante,81,3,3,56,53,67,64,83,75,398,1839,CB,M\M,VfL Wolfsburg,Brazil,Bundesliga,3400
Raúl García,81,3,3,67,76,82,78,66,80,449,2091,CAM,M\H,Athletic Bilbao,Spain,Liga BBVA,1150
Hernanes,81,4,5,70,77,83,83,46,68,427,2019,CAM,M\M,Juventus,Brazil,Serie A TIM,5200
Perišic,81,4,5,80,80,79,79,42,74,434,2036,LM,M\M,Inter,Croatia,Serie A TIM,2150
Abdennour,81,2,3,67,58,63,64,82,84,418,1868,CB,H\H,Valencia CF,Tunisia,Liga BBVA,3600
Keane,80,3,4,70,83,75,83,31,68,410,1920,ST,H\L,LA Galaxy,Republic of Ireland,MLS,700
Totti,80,3,5,38,84,87,81,21,68,379,1828,CF,M\M,Roma,Italy,Serie A TIM,750
Howard,80,1,3,82,76,77,82,50,81,448,867,GK,M\M,Everton,United States,Barclays PL,4400
José Reina,80,1,3,81,78,83,81,50,80,453,870,GK,M\M,Napoli,Spain,Serie A TIM,950
Tošic,80,4,3,89,77,76,85,22,54,403,1861,RM,H\M,CSKA Moskva,Serbia,Russian League,900
Iraola,80,3,3,78,64,77,78,80,81,458,2093,RB,H\M,NY City FC,Spain,MLS,950
David Villa,80,4,5,72,83,72,82,32,64,405,1925,ST,H\M,NY City FC,Spain,MLS,850
Maicon,80,2,3,78,72,77,78,78,78,461,2140,RB,H\M,Roma,Brazil,Serie A TIM,1500
Fernandinho,80,3,4,77,74,78,80,74,77,460,2118,CM,M\H,Manchester City,Brazil,Barclays PL,11875
Kießling,80,2,3,66,82,70,67,44,81,410,1899,ST,H\H,Bayer 04,Germany,Bundesliga,800
Milner,80,3,4,68,76,83,77,69,76,449,2125,CM,H\H,Liverpool,England,Barclays PL,2700
Marchetti,80,1,2,82,76,66,87,55,78,444,922,GK,M\M,Lazio,Italy,Serie A TIM,950
Ochoa,80,1,3,83,67,77,87,47,79,440,842,GK,M\M,Málaga CF,Mexico,Liga BBVA,700
Rodríguez,80,2,3,68,44,60,65,83,75,395,1795,CB,M\H,Fiorentina,Argentina,Serie A TIM,900
Tito,80,2,3,78,46,68,72,79,66,409,1852,RB,M\M,Rayo Vallecano,Spain,Liga BBVA,700
Javi Fuego,80,3,3,67,60,71,67,79,81,425,1965,CDM,M\H,Valencia CF,Spain,Liga BBVA,700
Arbeloa,80,2,3,73,61,72,62,82,78,428,1931,RB,M\M,Real Madrid,Spain,Liga BBVA,950
Agger,80,2,2,71,64,67,60,81,74,417,1879,CB,M\M,Brøndby IF,Denmark,Alka Superliga,700
Clichy,80,2,4,84,43,65,74,80,68,414,1880,LB,H\M,Manchester City,France,Barclays PL,5400
Young,80,4,3,85,74,78,82,35,56,410,1902,LM,H\M,Manchester Utd,England,Barclays PL,5700
Palacio,80,3,3,85,78,76,84,38,71,432,2015,ST,H\M,Inter,Argentina,Serie A TIM,4500
Bradley,80,2,3,69,69,79,78,72,83,450,2088,CM,H\H,Toronto FC,United States,MLS,800
Vermaelen,80,2,3,70,64,70,65,81,76,426,1973,CB,H\M,FC Barcelona,Belgium,Liga BBVA,3800
Debuchy,80,3,3,75,65,73,74,80,78,445,2066,RB,H\M,Arsenal,France,Barclays PL,2800
Inler,80,2,4,67,71,78,74,76,78,444,2075,CDM,M\M,Leicester City,Switzerland,Barclays PL,900
Lavezzi,80,4,4,82,73,74,82,33,73,417,1918,LW,H\M,PSG,Argentina,Ligue 1,3850
Trashorras,80,3,3,40,70,86,74,72,70,412,1955,CDM,M\M,Rayo Vallecano,Spain,Liga BBVA,700
Javi García,80,2,3,63,67,75,68,80,86,439,2038,CDM,M\H,Zenit,Spain,Russian League,750
Llorente,80,2,3,60,77,60,69,28,76,370,1665,ST,M\M,Sevilla FC,Spain,Liga BBVA,700
Dembélé,80,4,2,77,72,75,82,69,82,457,2061,CM,M\M,Spurs,Belgium,Barclays PL,7300
Rossi,80,3,3,82,83,74,84,22,52,397,1870,ST,H\M,Fiorentina,Italy,Serie A TIM,1900
Diarra,80,2,3,77,52,72,75,80,69,425,1935,CDM,M\H,Marseille,France,Ligue 1,1500
Williams,80,2,4,68,43,55,62,81,82,391,1722,CB,M\H,Swansea City,Wales,Barclays PL,2200
Boussoufa,80,5,3,80,72,82,84,42,55,415,1982,CAM,M\M,Lokomotiv,Morocco,Russian League,850
Jardel,80,2,3,63,44,51,54,83,82,377,1634,CB,M\H,SL Benfica,Brazil,LIGA NOS,700
Guarín,80,3,3,79,80,79,82,70,88,478,2189,CM,H\H,Inter,Colombia,Serie A TIM,16000
Shawcross,80,2,3,60,44,52,50,82,84,372,1653,CB,M\H,Stoke City,England,Barclays PL,1200
Gervinho,80,3,3,92,69,70,81,28,64,404,1821,LW,H\M,Roma,Ivory Coast,Serie A TIM,3400
Guardado,80,3,2,83,67,77,83,66,67,443,2067,CM,H\H,PSV,Mexico,Eredivisie,900
Mirallas,80,4,4,88,77,77,83,47,63,435,2002,LM,H\M,Everton,Belgium,Barclays PL,9450
Coke,80,2,4,77,63,70,74,79,74,437,1985,RB,H\M,Sevilla FC,Spain,Liga BBVA,700
Criscito,80,2,3,82,63,73,75,79,77,449,2035,LB,H\M,Zenit,Italy,Russian League,950
Bender,80,2,4,65,55,65,63,84,82,414,1885,CDM,M\H,Bor. Dortmund,Germany,Bundesliga,750
Vieirinha,80,4,4,80,74,76,86,64,66,446,2046,RM,H\M,VfL Wolfsburg,Portugal,Bundesliga,800
Beñat,80,2,3,66,76,84,75,66,73,440,2072,CM,M\M,Athletic Bilbao,Spain,Liga BBVA,1100
Nacho Monreal,80,2,2,77,53,72,75,81,72,430,1985,LB,M\H,Arsenal,Spain,Barclays PL,1200
Ivanovic,80,2,3,65,61,64,61,87,84,422,1941,RB,H\M,Chelsea,Serbia,Barclays PL,1900
Banega,80,4,4,67,70,83,82,65,69,436,2039,CAM,M\M,Sevilla FC,Argentina,Liga BBVA,750
Corluka,80,3,3,51,47,67,66,82,82,395,1835,CB,M\M,Lokomotiv,Croatia,Russian League,850
Pereira,80,2,3,76,69,74,78,81,79,457,2127,RB,H\M,FC Porto,Uruguay,LIGA NOS,850
Dzsudzsák,80,4,4,81,81,78,80,27,68,415,1926,LM,M\L,Bursaspor,Hungary,Süper Lig,800
Subotic,80,2,3,71,49,54,48,83,78,383,1750,CB,M\M,Bor. Dortmund,Serbia,Bundesliga,3800
Roberto,80,1,2,83,71,73,86,45,79,437,932,GK,M\M,Olympiakos CFP,Spain,Hellas Liga,700
Piatti,80,4,2,87,71,75,82,42,59,416,1924,LW,H\M,Valencia CF,Argentina,Liga BBVA,2900
Brahimi,80,4,3,81,71,75,88,40,58,413,1922,LW,M\M,FC Porto,Algeria,LIGA NOS,950
Ramires,80,3,3,88,69,76,81,78,73,465,2122,CDM,H\H,Chelsea,Brazil,Barclays PL,23000
Gibbs,80,3,2,81,57,72,77,80,72,439,1991,LB,H\M,Arsenal,England,Barclays PL,2800
Djordjevic,80,2,2,75,79,58,71,37,84,404,1857,ST,M\H,Lazio,Serbia,Serie A TIM,700
Balotelli,80,4,4,77,80,68,79,30,78,412,1887,ST,L\L,Milan,Italy,Serie A TIM,5000
Kivrak,80,1,2,81,78,79,86,67,78,469,849,GK,M\M,Trabzonspor,Turkey,Süper Lig,800
Maurício,80,2,3,71,52,56,58,82,80,399,1793,CB,M\H,Lazio,Brazil,Serie A TIM,4500
Smolnikov,80,2,3,87,63,77,75,78,72,452,2014,RB,M\M,Zenit,Russia,Russian League,900
Taison,80,4,3,90,77,74,85,47,63,436,1977,CAM,M\M,FC Shakhtar,Brazil,Ukrayina Liha,2200
Rondón,80,4,4,80,78,56,74,31,80,399,1748,ST,H\M,West Brom,Venezuela,Barclays PL,4500
Guaita,80,1,3,81,78,73,86,51,77,446,906,GK,M\M,Getafe CF,Spain,Liga BBVA,700
Strootman,80,2,3,67,72,79,76,75,81,450,2073,CM,H\H,Roma,Netherlands,Serie A TIM,1400
De Marcos,80,3,3,89,62,73,78,74,80,456,2068,RB,H\M,Athletic Bilbao,Spain,Liga BBVA,3700
Jantschke,80,2,3,66,41,65,68,84,76,400,1846,CB,M\M,Bor. M'gladbach,Germany,Bundesliga,1600
Mangala,80,2,4,77,41,56,61,79,85,399,1799,CB,M\H,Manchester City,France,Barclays PL,14250
El Shaarawy,80,4,4,86,75,71,84,31,60,407,1878,LW,H\H,AS Monaco,Italy,Ligue 1,6000
Salvio,80,4,4,89,75,73,84,44,69,434,1999,RM,H\M,SL Benfica,Argentina,LIGA NOS,900
Töre,80,4,4,87,72,79,85,38,76,437,1990,RM,H\L,Beşiktaş JK,Turkey,Süper Lig,1300
Maicon,80,2,3,66,53,66,58,81,83,407,1837,CB,M\M,FC Porto,Brazil,LIGA NOS,1500
Lukaku,80,3,4,82,80,66,73,33,82,416,1861,ST,M\M,Everton,Belgium,Barclays PL,14625
Baša,80,2,3,58,56,58,56,81,80,389,1735,CB,M\M,LOSC Lille,Montenegro,Ligue 1,850
Schürrle,80,4,4,89,80,75,82,35,67,428,1981,LM,M\M,VfL Wolfsburg,Germany,Bundesliga,16875
Shaqiri,80,4,4,87,77,77,85,57,74,457,2085,RM,H\M,Stoke City,Switzerland,Barclays PL,11500
Jones,80,2,3,66,56,65,61,82,80,410,1842,CB,M\H,Manchester Utd,England,Barclays PL,2900
Matip,80,2,2,72,46,68,66,82,76,410,1826,CB,M\M,FC Schalke 04,Cameroon,Bundesliga,3900
Aurier,80,3,3,85,66,73,77,78,81,460,2069,RB,H\H,PSG,Ivory Coast,Ligue 1,5100
Marc Bartra,80,2,3,72,46,62,67,84,69,400,1825,CB,H\M,FC Barcelona,Spain,Liga BBVA,4700
Volland,80,3,3,81,80,77,81,39,82,440,2022,RM,H\H,1899 Hoffenheim,Germany,Bundesliga,1600
Kurzawa,80,3,3,79,69,76,77,79,75,455,2084,LB,H\M,PSG,France,Ligue 1,3400
Carrillo,80,5,4,91,77,74,82,30,70,424,1936,RM,H\M,Sporting CP,Peru,LIGA NOS,2200
Shatov,80,4,4,87,74,76,82,52,67,438,1952,LW,H\M,Zenit,Russia,Russian League,850
Promes,80,4,4,88,80,72,82,28,67,417,1908,RW,H\L,Spartak Moskva,Netherlands,Russian League,1700
Salah,80,4,4,91,72,71,85,45,65,429,1940,RW,H\M,Roma,Egypt,Serie A TIM,8000
Berardi,80,3,3,87,79,75,83,30,70,424,1952,RW,H\M,Sassuolo,Italy,Serie A TIM,3900
Gayà,80,2,3,87,61,76,77,78,69,448,2047,LB,H\M,Valencia CF,Spain,Liga BBVA,3500
Aderlan Santos,80,2,2,55,53,48,59,84,79,378,1726,CB,M\M,Valencia CF,Brazil,Liga BBVA,800
Maksimovic,80,2,3,66,28,47,55,84,79,359,1559,CB,M\H,Torino,Serbia,Serie A TIM,700
Blaszczykowski,80,3,4,82,72,78,81,58,72,443,2043,RM,M\M,Fiorentina,Poland,Serie A TIM,1300
Fábio Coentrão,80,3,2,78,66,73,79,78,72,446,2056,LB,M\M,AS Monaco,Portugal,Ligue 1,1000
Hernández,80,3,3,86,80,64,76,31,63,400,1867,ST,M\L,Bayer 04,Mexico,Bundesliga,8800
D'Alessandro,80,5,4,70,74,82,85,37,63,411,1939,CAM,M\M,Sport Club Internacional,Argentina,Liga do Brasil,750
Victor,80,1,3,81,79,69,83,46,79,437,843,GK,M\M,Clube Atlético Mineiro,Brazil,Liga do Brasil,700
Dedé,80,2,2,68,48,66,61,82,81,406,1792,CB,M\H,Cruzeiro,Brazil,Liga do Brasil,800
